Table with column headers in rows 2 through 3.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Code of Geography A,FIPS County Code of Geography A,State/U.S. Island Area/Foreign Region Code of Geography B,FIPS County Code of Geography B,State Name of Geography A,County Name of Geography A,State/U.S. Island Area/Foreign Region of Geography B,County Name of Geography B,Flow from Geography B to Geography A,,Counterflow from Geography A to Geography B1,,Net Migration from Geography B to Geography A1,,Gross Migration between Geography A and Geography B1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,,,,,,,,,,,,,,,,,,,,,,,
016,065,049,003,Idaho,Madison County,Utah,Box Elder County,30,45,1,2,29,45,31,45,,,,,,,,,,,,,,,,,,,,,,,,
016,065,049,005,Idaho,Madison County,Utah,Cache County,28,46,32,28,-4,54,60,54,,,,,,,,,,,,,,,,,,,,,,,,
016,065,049,007,Idaho,Madison County,Utah,Carbon County,0,25,33,50,-33,50,33,50,,,,,,,,,,,,,,,,,,,,,,,,
016,065,049,011,Idaho,Madison County,Utah,Davis County,7,12,256,180,-249,180,263,181,,,,,,,,,,,,,,,,,,,,,,,,
016,065,049,033,Idaho,Madison County,Utah,Rich County,36,49,0,11,36,49,36,49,,,,,,,,,,,,,,,,,,,,,,,,
016,065,049,035,Idaho,Madison County,Utah,Salt Lake County,226,149,411,149,-185,212,637,209,,,,,,,,,,,,,,,,,,,,,,,,
016,065,049,039,Idaho,Madison County,Utah,Sanpete County,9,14,0,21,9,14,9,14,,,,,,,,,,,,,,,,,,,,,,,,
016,065,049,047,Idaho,Madison County,Utah,Uintah County,21,34,0,24,21,34,21,34,,,,,,,,,,,,,,,,,,,,,,,,
016,065,049,049,Idaho,Madison County,Utah,Utah County,411,246,868,226,-457,313,"1,279",355,,,,,,,,,,,,,,,,,,,,,,,,
016,065,049,051,Idaho,Madison County,Utah,Wasatch County,0,25,14,25,-14,25,14,25,,,,,,,,,,,,,,,,,,,,,,,,
016,065,049,053,Idaho,Madison County,Utah,Washington County,0,25,136,209,-136,209,136,209,,,,,,,,,,,,,,,,,,,,,,,,
016,065,049,057,Idaho,Madison County,Utah,Weber County,62,60,51,57,11,83,113,83,,,,,,,,,,,,,,,,,,,,,,,,
016,065,051,041,Idaho,Madison County,Virginia,Chesterfield County,55,82,0,28,55,82,55,82,,,,,,,,,,,,,,,,,,,,,,,,
016,065,051,079,Idaho,Madison County,Virginia,Greene County,71,80,0,19,71,80,71,80,,,,,,,,,,,,,,,,,,,,,,,,
016,065,051,107,Idaho,Madison County,Virginia,Loudoun County,76,83,0,28,76,83,76,83,,,,,,,,,,,,,,,,,,,,,,,,
016,065,051,153,Idaho,Madison County,Virginia,Prince William County,0,25,8,13,-8,13,8,13,,,,,,,,,,,,,,,,,,,,,,,,
016,065,051,177,Idaho,Madison County,Virginia,Spotsylvania County,61,92,0,28,61,92,61,92,,,,,,,,,,,,,,,,,,,,,,,,
016,065,051,540,Idaho,Madison County,Virginia,Charlottesville city,19,33,0,25,19,33,19,33,,,,,,,,,,,,,,,,,,,,,,,,
016,065,053,005,Idaho,Madison County,Washington,Benton County,0,25,19,32,-19,32,19,32,,,,,,,,,,,,,,,,,,,,,,,,
016,065,053,007,Idaho,Madison County,Washington,Chelan County,0,25,16,26,-16,26,16,26,,,,,,,,,,,,,,,,,,,,,,,,
016,065,053,011,Idaho,Madison County,Washington,Clark County,16,18,58,68,-42,72,74,69,,,,,,,,,,,,,,,,,,,,,,,,
016,065,053,015,Idaho,Madison County,Washington,Cowlitz County,2,6,0,28,2,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,
016,065,053,021,Idaho,Madison County,Washington,Franklin County,0,25,40,65,-40,65,40,65,,,,,,,,,,,,,,,,,,,,,,,,
016,065,053,025,Idaho,Madison County,Washington,Grant County,59,94,11,23,48,100,70,93,,,,,,,,,,,,,,,,,,,,,,,,
016,065,053,029,Idaho,Madison County,Washington,Island County,0,25,10,18,-10,18,10,18,,,,,,,,,,,,,,,,,,,,,,,,
016,065,053,033,Idaho,Madison County,Washington,King County,92,110,88,74,4,131,180,135,,,,,,,,,,,,,,,,,,,,,,,,
016,065,053,035,Idaho,Madison County,Washington,Kitsap County,0,25,8,11,-8,11,8,11,,,,,,,,,,,,,,,,,,,,,,,,
016,065,053,047,Idaho,Madison County,Washington,Okanogan County,0,25,5,9,-5,9,5,9,,,,,,,,,,,,,,,,,,,,,,,,
016,065,053,061,Idaho,Madison County,Washington,Snohomish County,103,128,0,28,103,128,103,128,,,,,,,,,,,,,,,,,,,,,,,,
016,065,053,063,Idaho,Madison County,Washington,Spokane County,102,116,0,28,102,116,102,116,,,,,,,,,,,,,,,,,,,,,,,,
016,065,053,077,Idaho,Madison County,Washington,Yakima County,15,23,0,28,15,23,15,23,,,,,,,,,,,,,,,,,,,,,,,,
016,065,054,025,Idaho,Madison County,West Virginia,Greenbrier County,0,25,5,8,-5,8,5,8,,,,,,,,,,,,,,,,,,,,,,,,
016,065,054,049,Idaho,Madison County,West Virginia,Marion County,0,25,36,51,-36,51,36,51,,,,,,,,,,,,,,,,,,,,,,,,
016,065,054,085,Idaho,Madison County,West Virginia,Ritchie County,0,25,5,8,-5,8,5,8,,,,,,,,,,,,,,,,,,,,,,,,
016,065,056,005,Idaho,Madison County,Wyoming,Campbell County,1,5,0,25,1,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,
016,065,056,021,Idaho,Madison County,Wyoming,Laramie County,28,44,0,28,28,44,28,44,,,,,,,,,,,,,,,,,,,,,,,,
016,065,056,039,Idaho,Madison County,Wyoming,Teton County,0,25,48,57,-48,57,48,57,,,,,,,,,,,,,,,,,,,,,,,,
016,065,ASI,,Idaho,Madison County,Asia,-,158,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,065,CAM,,Idaho,Madison County,Central America,-,158,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,065,EUR,,Idaho,Madison County,Europe,-,87,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,065,NAM,,Idaho,Madison County,Northern America,-,18,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,065,OCE,,Idaho,Madison County,Oceania and At Sea,-,113,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,065,SAM,,Idaho,Madison County,South America,-,132,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,067,001,069,Idaho,Minidoka County,Alabama,Houston County,0,22,32,47,-32,47,32,47,,,,,,,,,,,,,,,,,,,,,,,,
016,067,001,083,Idaho,Minidoka County,Alabama,Limestone County,0,22,12,18,-12,18,12,18,,,,,,,,,,,,,,,,,,,,,,,,
016,067,004,013,Idaho,Minidoka County,Arizona,Maricopa County,44,58,0,29,44,58,44,58,,,,,,,,,,,,,,,,,,,,,,,,
016,067,004,015,Idaho,Minidoka County,Arizona,Mohave County,9,14,0,29,9,14,9,14,,,,,,,,,,,,,,,,,,,,,,,,
016,067,006,007,Idaho,Minidoka County,California,Butte County,0,22,18,28,-18,28,18,28,,,,,,,,,,,,,,,,,,,,,,,,
016,067,006,037,Idaho,Minidoka County,California,Los Angeles County,1,2,9,14,-8,14,10,14,,,,,,,,,,,,,,,,,,,,,,,,
016,067,006,061,Idaho,Minidoka County,California,Placer County,166,233,0,29,166,233,166,233,,,,,,,,,,,,,,,,,,,,,,,,
016,067,006,065,Idaho,Minidoka County,California,Riverside County,5,8,0,29,5,8,5,8,,,,,,,,,,,,,,,,,,,,,,,,
016,067,006,073,Idaho,Minidoka County,California,San Diego County,14,24,0,29,14,24,14,24,,,,,,,,,,,,,,,,,,,,,,,,
016,067,006,115,Idaho,Minidoka County,California,Yuba County,65,92,0,29,65,92,65,92,,,,,,,,,,,,,,,,,,,,,,,,
016,067,008,123,Idaho,Minidoka County,Colorado,Weld County,0,22,35,57,-35,57,35,57,,,,,,,,,,,,,,,,,,,,,,,,
016,067,012,105,Idaho,Minidoka County,Florida,Polk County,2,4,0,31,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,001,Idaho,Minidoka County,Idaho,Ada County,38,41,57,57,-19,70,95,69,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,005,Idaho,Minidoka County,Idaho,Bannock County,15,19,49,63,-34,66,64,66,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,007,Idaho,Minidoka County,Idaho,Bear Lake County,9,14,0,17,9,14,9,14,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,013,Idaho,Minidoka County,Idaho,Blaine County,0,22,7,13,-7,13,7,13,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,017,Idaho,Minidoka County,Idaho,Bonner County,0,22,5,11,-5,11,5,11,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,019,Idaho,Minidoka County,Idaho,Bonneville County,0,22,35,55,-35,55,35,55,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,023,Idaho,Minidoka County,Idaho,Butte County,1,3,0,12,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,027,Idaho,Minidoka County,Idaho,Canyon County,31,46,16,31,15,56,47,56,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,029,Idaho,Minidoka County,Idaho,Caribou County,10,14,0,17,10,14,10,14,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,031,Idaho,Minidoka County,Idaho,Cassia County,464,223,536,260,-72,356,"1,000",328,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,035,Idaho,Minidoka County,Idaho,Clearwater County,1,4,0,17,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,039,Idaho,Minidoka County,Idaho,Elmore County,0,22,7,11,-7,11,7,11,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,041,Idaho,Minidoka County,Idaho,Franklin County,36,53,0,19,36,53,36,53,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,047,Idaho,Minidoka County,Idaho,Gooding County,4,10,14,19,-10,21,18,22,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,049,Idaho,Minidoka County,Idaho,Idaho County,17,29,9,11,8,30,26,31,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,053,Idaho,Minidoka County,Idaho,Jerome County,3,7,31,39,-28,39,34,39,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,059,Idaho,Minidoka County,Idaho,Lemhi County,0,22,3,7,-3,7,3,7,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,061,Idaho,Minidoka County,Idaho,Lewis County,17,26,0,12,17,26,17,26,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,063,Idaho,Minidoka County,Idaho,Lincoln County,24,25,25,35,-1,42,49,45,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,071,Idaho,Minidoka County,Idaho,Oneida County,0,22,7,9,-7,9,7,9,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,075,Idaho,Minidoka County,Idaho,Payette County,0,22,18,28,-18,28,18,28,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,077,Idaho,Minidoka County,Idaho,Power County,0,22,54,89,-54,89,54,89,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,083,Idaho,Minidoka County,Idaho,Twin Falls County,395,282,295,157,100,310,690,335,,,,,,,,,,,,,,,,,,,,,,,,
016,067,016,085,Idaho,Minidoka County,Idaho,Valley County,0,22,14,27,-14,27,14,27,,,,,,,,,,,,,,,,,,,,,,,,
016,067,019,035,Idaho,Minidoka County,Iowa,Cherokee County,0,22,24,36,-24,36,24,36,,,,,,,,,,,,,,,,,,,,,,,,
016,067,030,001,Idaho,Minidoka County,Montana,Beaverhead County,0,22,25,35,-25,35,25,35,,,,,,,,,,,,,,,,,,,,,,,,
016,067,032,001,Idaho,Minidoka County,Nevada,Churchill County,40,66,0,23,40,66,40,66,,,,,,,,,,,,,,,,,,,,,,,,
016,067,032,003,Idaho,Minidoka County,Nevada,Clark County,63,64,0,29,63,64,63,64,,,,,,,,,,,,,,,,,,,,,,,,
016,067,032,007,Idaho,Minidoka County,Nevada,Elko County,0,22,12,18,-12,18,12,18,,,,,,,,,,,,,,,,,,,,,,,,
016,067,032,023,Idaho,Minidoka County,Nevada,Nye County,9,14,0,26,9,14,9,14,,,,,,,,,,,,,,,,,,,,,,,,
016,067,034,003,Idaho,Minidoka County,New Jersey,Bergen County,1,3,0,28,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,067,034,027,Idaho,Minidoka County,New Jersey,Morris County,4,8,0,28,4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
016,067,038,089,Idaho,Minidoka County,North Dakota,Stark County,0,22,50,69,-50,69,50,69,,,,,,,,,,,,,,,,,,,,,,,,
016,067,041,051,Idaho,Minidoka County,Oregon,Multnomah County,6,9,0,28,6,9,6,9,,,,,,,,,,,,,,,,,,,,,,,,
016,067,041,059,Idaho,Minidoka County,Oregon,Umatilla County,1,3,0,28,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,067,041,071,Idaho,Minidoka County,Oregon,Yamhill County,0,22,146,195,-146,195,146,195,,,,,,,,,,,,,,,,,,,,,,,,
016,067,048,113,Idaho,Minidoka County,Texas,Dallas County,0,22,8,12,-8,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,
016,067,049,003,Idaho,Minidoka County,Utah,Box Elder County,0,22,39,61,-39,61,39,61,,,,,,,,,,,,,,,,,,,,,,,,
016,067,049,005,Idaho,Minidoka County,Utah,Cache County,19,27,0,27,19,27,19,27,,,,,,,,,,,,,,,,,,,,,,,,
016,067,049,011,Idaho,Minidoka County,Utah,Davis County,0,22,10,16,-10,16,10,16,,,,,,,,,,,,,,,,,,,,,,,,
016,067,049,035,Idaho,Minidoka County,Utah,Salt Lake County,13,20,0,27,13,20,13,20,,,,,,,,,,,,,,,,,,,,,,,,
016,067,049,049,Idaho,Minidoka County,Utah,Utah County,0,22,12,20,-12,20,12,20,,,,,,,,,,,,,,,,,,,,,,,,
016,067,053,015,Idaho,Minidoka County,Washington,Cowlitz County,1,3,0,28,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,067,053,019,Idaho,Minidoka County,Washington,Ferry County,1,2,0,17,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,067,055,121,Idaho,Minidoka County,Wisconsin,Trempealeau County,4,6,0,16,4,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,
016,067,056,025,Idaho,Minidoka County,Wyoming,Natrona County,8,14,0,28,8,14,8,14,,,,,,,,,,,,,,,,,,,,,,,,
016,067,056,035,Idaho,Minidoka County,Wyoming,Sublette County,79,105,0,19,79,105,79,105,,,,,,,,,,,,,,,,,,,,,,,,
016,067,056,043,Idaho,Minidoka County,Wyoming,Washakie County,0,22,51,80,-51,80,51,80,,,,,,,,,,,,,,,,,,,,,,,,
016,067,ASI,,Idaho,Minidoka County,Asia,-,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,067,CAM,,Idaho,Minidoka County,Central America,-,151,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,069,002,020,Idaho,Nez Perce County,Alaska,Anchorage Municipality,6,8,0,20,6,8,6,8,,,,,,,,,,,,,,,,,,,,,,,,
016,069,002,090,Idaho,Nez Perce County,Alaska,Fairbanks North Star Borough,15,21,0,20,15,21,15,21,,,,,,,,,,,,,,,,,,,,,,,,
016,069,002,110,Idaho,Nez Perce County,Alaska,Juneau City and Borough,3,7,0,18,3,7,3,7,,,,,,,,,,,,,,,,,,,,,,,,
016,069,002,275,Idaho,Nez Perce County,Alaska,Wrangell City and Borough,0,25,2,3,-2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,
016,069,004,013,Idaho,Nez Perce County,Arizona,Maricopa County,0,25,18,18,-18,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,
016,069,004,019,Idaho,Nez Perce County,Arizona,Pima County,0,25,34,54,-34,54,34,54,,,,,,,,,,,,,,,,,,,,,,,,
016,069,006,013,Idaho,Nez Perce County,California,Contra Costa County,8,13,0,29,8,13,8,13,,,,,,,,,,,,,,,,,,,,,,,,
016,069,006,019,Idaho,Nez Perce County,California,Fresno County,12,16,0,29,12,16,12,16,,,,,,,,,,,,,,,,,,,,,,,,
016,069,006,037,Idaho,Nez Perce County,California,Los Angeles County,8,12,0,29,8,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,
016,069,006,067,Idaho,Nez Perce County,California,Sacramento County,10,16,0,29,10,16,10,16,,,,,,,,,,,,,,,,,,,,,,,,
016,069,006,071,Idaho,Nez Perce County,California,San Bernardino County,19,26,8,17,11,31,27,32,,,,,,,,,,,,,,,,,,,,,,,,
016,069,006,077,Idaho,Nez Perce County,California,San Joaquin County,27,44,0,29,27,44,27,44,,,,,,,,,,,,,,,,,,,,,,,,
016,069,006,099,Idaho,Nez Perce County,California,Stanislaus County,18,29,0,29,18,29,18,29,,,,,,,,,,,,,,,,,,,,,,,,
016,069,006,111,Idaho,Nez Perce County,California,Ventura County,29,48,5,10,24,51,34,48,,,,,,,,,,,,,,,,,,,,,,,,
016,069,008,013,Idaho,Nez Perce County,Colorado,Boulder County,0,25,51,43,-51,43,51,43,,,,,,,,,,,,,,,,,,,,,,,,
016,069,008,083,Idaho,Nez Perce County,Colorado,Montezuma County,4,6,0,22,4,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,
016,069,012,005,Idaho,Nez Perce County,Florida,Bay County,8,12,0,31,8,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,
016,069,012,009,Idaho,Nez Perce County,Florida,Brevard County,31,51,0,31,31,51,31,51,,,,,,,,,,,,,,,,,,,,,,,,
016,069,012,086,Idaho,Nez Perce County,Florida,Miami-Dade County,15,26,0,31,15,26,15,26,,,,,,,,,,,,,,,,,,,,,,,,
016,069,013,201,Idaho,Nez Perce County,Georgia,Miller County,6,12,0,18,6,12,6,12,,,,,,,,,,,,,,,,,,,,,,,,
016,069,013,215,Idaho,Nez Perce County,Georgia,Muscogee County,0,25,9,13,-9,13,9,13,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,001,Idaho,Nez Perce County,Idaho,Ada County,154,101,67,48,87,114,221,110,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,005,Idaho,Nez Perce County,Idaho,Bannock County,0,25,28,33,-28,33,28,33,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,009,Idaho,Nez Perce County,Idaho,Benewah County,0,25,9,12,-9,12,9,12,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,015,Idaho,Nez Perce County,Idaho,Boise County,0,25,1,5,-1,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,017,Idaho,Nez Perce County,Idaho,Bonner County,1,2,0,25,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,019,Idaho,Nez Perce County,Idaho,Bonneville County,29,35,61,78,-32,88,90,84,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,023,Idaho,Nez Perce County,Idaho,Butte County,5,9,0,12,5,9,5,9,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,027,Idaho,Nez Perce County,Idaho,Canyon County,57,58,49,84,8,101,106,102,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,035,Idaho,Nez Perce County,Idaho,Clearwater County,112,96,57,37,55,102,169,104,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,037,Idaho,Nez Perce County,Idaho,Custer County,4,10,2,5,2,10,6,12,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,039,Idaho,Nez Perce County,Idaho,Elmore County,8,11,0,22,8,11,8,11,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,043,Idaho,Nez Perce County,Idaho,Fremont County,0,25,2,4,-2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,047,Idaho,Nez Perce County,Idaho,Gooding County,11,16,0,19,11,16,11,16,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,049,Idaho,Nez Perce County,Idaho,Idaho County,167,99,91,54,76,110,258,115,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,053,Idaho,Nez Perce County,Idaho,Jerome County,0,25,2,4,-2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,055,Idaho,Nez Perce County,Idaho,Kootenai County,288,117,236,263,52,288,524,287,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,057,Idaho,Nez Perce County,Idaho,Latah County,202,103,334,144,-132,164,536,190,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,059,Idaho,Nez Perce County,Idaho,Lemhi County,0,25,2,5,-2,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,061,Idaho,Nez Perce County,Idaho,Lewis County,32,29,49,21,-17,35,81,37,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,065,Idaho,Nez Perce County,Idaho,Madison County,6,9,12,16,-6,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,073,Idaho,Nez Perce County,Idaho,Owyhee County,0,25,9,12,-9,12,9,12,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,077,Idaho,Nez Perce County,Idaho,Power County,1,13,0,17,1,13,1,13,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,079,Idaho,Nez Perce County,Idaho,Shoshone County,0,25,4,6,-4,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,
016,069,016,083,Idaho,Nez Perce County,Idaho,Twin Falls County,2,6,186,236,-184,237,188,236,,,,,,,,,,,,,,,,,,,,,,,,
016,069,017,133,Idaho,Nez Perce County,Illinois,Monroe County,25,35,0,23,25,35,25,35,,,,,,,,,,,,,,,,,,,,,,,,
016,069,018,097,Idaho,Nez Perce County,Indiana,Marion County,18,30,0,27,18,30,18,30,,,,,,,,,,,,,,,,,,,,,,,,
016,069,019,013,Idaho,Nez Perce County,Iowa,Black Hawk County,0,25,16,20,-16,20,16,20,,,,,,,,,,,,,,,,,,,,,,,,
016,069,027,047,Idaho,Nez Perce County,Minnesota,Freeborn County,3,6,0,18,3,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,
016,069,030,031,Idaho,Nez Perce County,Montana,Gallatin County,10,19,0,23,10,19,10,19,,,,,,,,,,,,,,,,,,,,,,,,
016,069,030,063,Idaho,Nez Perce County,Montana,Missoula County,52,81,60,89,-8,115,112,126,,,,,,,,,,,,,,,,,,,,,,,,
016,069,030,071,Idaho,Nez Perce County,Montana,Phillips County,7,12,0,10,7,12,7,12,,,,,,,,,,,,,,,,,,,,,,,,
016,069,030,073,Idaho,Nez Perce County,Montana,Pondera County,0,25,8,10,-8,10,8,10,,,,,,,,,,,,,,,,,,,,,,,,
016,069,030,081,Idaho,Nez Perce County,Montana,Ravalli County,11,13,0,21,11,13,11,13,,,,,,,,,,,,,,,,,,,,,,,,
016,069,030,085,Idaho,Nez Perce County,Montana,Roosevelt County,13,18,0,16,13,18,13,18,,,,,,,,,,,,,,,,,,,,,,,,
016,069,030,093,Idaho,Nez Perce County,Montana,Silver Bow County,6,12,0,21,6,12,6,12,,,,,,,,,,,,,,,,,,,,,,,,
016,069,031,055,Idaho,Nez Perce County,Nebraska,Douglas County,0,25,6,12,-6,12,6,12,,,,,,,,,,,,,,,,,,,,,,,,
016,069,031,119,Idaho,Nez Perce County,Nebraska,Madison County,0,25,7,15,-7,15,7,15,,,,,,,,,,,,,,,,,,,,,,,,
016,069,031,141,Idaho,Nez Perce County,Nebraska,Platte County,6,11,0,20,6,11,6,11,,,,,,,,,,,,,,,,,,,,,,,,
016,069,032,003,Idaho,Nez Perce County,Nevada,Clark County,4,8,30,29,-26,29,34,32,,,,,,,,,,,,,,,,,,,,,,,,
016,069,032,013,Idaho,Nez Perce County,Nevada,Humboldt County,23,31,0,19,23,31,23,31,,,,,,,,,,,,,,,,,,,,,,,,
016,069,032,023,Idaho,Nez Perce County,Nevada,Nye County,0,25,39,58,-39,58,39,58,,,,,,,,,,,,,,,,,,,,,,,,
016,069,035,053,Idaho,Nez Perce County,New Mexico,Socorro County,2,3,0,19,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,
016,069,036,117,Idaho,Nez Perce County,New York,Wayne County,0,25,46,76,-46,76,46,76,,,,,,,,,,,,,,,,,,,,,,,,
016,069,037,129,Idaho,Nez Perce County,North Carolina,New Hanover County,13,20,0,28,13,20,13,20,,,,,,,,,,,,,,,,,,,,,,,,
016,069,038,059,Idaho,Nez Perce County,North Dakota,Morton County,30,37,0,20,30,37,30,37,,,,,,,,,,,,,,,,,,,,,,,,
016,069,038,105,Idaho,Nez Perce County,North Dakota,Williams County,17,26,0,20,17,26,17,26,,,,,,,,,,,,,,,,,,,,,,,,
016,069,039,131,Idaho,Nez Perce County,Ohio,Pike County,0,25,8,14,-8,14,8,14,,,,,,,,,,,,,,,,,,,,,,,,
016,069,040,031,Idaho,Nez Perce County,Oklahoma,Comanche County,0,25,17,26,-17,26,17,26,,,,,,,,,,,,,,,,,,,,,,,,
016,069,040,135,Idaho,Nez Perce County,Oklahoma,Sequoyah County,37,35,0,20,37,35,37,35,,,,,,,,,,,,,,,,,,,,,,,,
016,069,041,005,Idaho,Nez Perce County,Oregon,Clackamas County,0,25,36,41,-36,41,36,41,,,,,,,,,,,,,,,,,,,,,,,,
016,069,041,017,Idaho,Nez Perce County,Oregon,Deschutes County,0,25,23,38,-23,38,23,38,,,,,,,,,,,,,,,,,,,,,,,,
016,069,041,045,Idaho,Nez Perce County,Oregon,Malheur County,0,25,6,10,-6,10,6,10,,,,,,,,,,,,,,,,,,,,,,,,
016,069,041,051,Idaho,Nez Perce County,Oregon,Multnomah County,0,25,38,46,-38,46,38,46,,,,,,,,,,,,,,,,,,,,,,,,
016,069,041,053,Idaho,Nez Perce County,Oregon,Polk County,0,25,4,7,-4,7,4,7,,,,,,,,,,,,,,,,,,,,,,,,
016,069,041,059,Idaho,Nez Perce County,Oregon,Umatilla County,20,27,3,4,17,28,23,28,,,,,,,,,,,,,,,,,,,,,,,,
016,069,041,063,Idaho,Nez Perce County,Oregon,Wallowa County,39,43,0,17,39,43,39,43,,,,,,,,,,,,,,,,,,,,,,,,
016,069,041,067,Idaho,Nez Perce County,Oregon,Washington County,0,25,18,28,-18,28,18,28,,,,,,,,,,,,,,,,,,,,,,,,
016,069,042,003,Idaho,Nez Perce County,Pennsylvania,Allegheny County,10,15,0,24,10,15,10,15,,,,,,,,,,,,,,,,,,,,,,,,
016,069,047,145,Idaho,Nez Perce County,Tennessee,Roane County,95,151,0,29,95,151,95,151,,,,,,,,,,,,,,,,,,,,,,,,
016,069,048,135,Idaho,Nez Perce County,Texas,Ector County,0,25,37,52,-37,52,37,52,,,,,,,,,,,,,,,,,,,,,,,,
016,069,048,167,Idaho,Nez Perce County,Texas,Galveston County,46,44,0,31,46,44,46,44,,,,,,,,,,,,,,,,,,,,,,,,
016,069,048,201,Idaho,Nez Perce County,Texas,Harris County,19,27,0,31,19,27,19,27,,,,,,,,,,,,,,,,,,,,,,,,
016,069,048,291,Idaho,Nez Perce County,Texas,Liberty County,14,22,0,31,14,22,14,22,,,,,,,,,,,,,,,,,,,,,,,,
016,069,048,303,Idaho,Nez Perce County,Texas,Lubbock County,0,25,15,23,-15,23,15,23,,,,,,,,,,,,,,,,,,,,,,,,
016,069,048,439,Idaho,Nez Perce County,Texas,Tarrant County,2,4,53,61,-51,61,55,61,,,,,,,,,,,,,,,,,,,,,,,,
016,069,048,451,Idaho,Nez Perce County,Texas,Tom Green County,0,25,15,19,-15,19,15,19,,,,,,,,,,,,,,,,,,,,,,,,
