Table with column headers in rows 2 through 3.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Code of Geography A,FIPS County Code of Geography A,State/U.S. Island Area/Foreign Region Code of Geography B,FIPS County Code of Geography B,State Name of Geography A,County Name of Geography A,State/U.S. Island Area/Foreign Region of Geography B,County Name of Geography B,Flow from Geography B to Geography A,,Counterflow from Geography A to Geography B1,,Net Migration from Geography B to Geography A1,,Gross Migration between Geography A and Geography B1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,,,,,,,,,,,,,,,,,,,,,,,
016,069,049,005,Idaho,Nez Perce County,Utah,Cache County,0,25,15,26,-15,26,15,26,,,,,,,,,,,,,,,,,,,,,,,,
016,069,049,029,Idaho,Nez Perce County,Utah,Morgan County,1,2,0,18,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,069,049,035,Idaho,Nez Perce County,Utah,Salt Lake County,0,25,3,5,-3,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,
016,069,049,049,Idaho,Nez Perce County,Utah,Utah County,0,25,57,67,-57,67,57,67,,,,,,,,,,,,,,,,,,,,,,,,
016,069,051,031,Idaho,Nez Perce County,Virginia,Campbell County,0,25,30,47,-30,47,30,47,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,003,Idaho,Nez Perce County,Washington,Asotin County,582,383,912,382,-330,527,"1,494",554,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,005,Idaho,Nez Perce County,Washington,Benton County,51,52,16,23,35,57,67,57,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,007,Idaho,Nez Perce County,Washington,Chelan County,0,25,31,32,-31,32,31,32,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,009,Idaho,Nez Perce County,Washington,Clallam County,0,25,59,39,-59,39,59,39,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,011,Idaho,Nez Perce County,Washington,Clark County,10,15,0,28,10,15,10,15,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,015,Idaho,Nez Perce County,Washington,Cowlitz County,24,43,0,28,24,43,24,43,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,019,Idaho,Nez Perce County,Washington,Ferry County,0,25,6,16,-6,16,6,16,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,021,Idaho,Nez Perce County,Washington,Franklin County,5,11,0,28,5,11,5,11,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,023,Idaho,Nez Perce County,Washington,Garfield County,23,39,34,38,-11,56,57,53,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,025,Idaho,Nez Perce County,Washington,Grant County,0,25,22,25,-22,25,22,25,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,033,Idaho,Nez Perce County,Washington,King County,3,6,18,23,-15,22,21,27,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,035,Idaho,Nez Perce County,Washington,Kitsap County,6,13,0,28,6,13,6,13,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,047,Idaho,Nez Perce County,Washington,Okanogan County,11,21,17,39,-6,46,28,44,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,051,Idaho,Nez Perce County,Washington,Pend Oreille County,10,17,0,19,10,17,10,17,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,053,Idaho,Nez Perce County,Washington,Pierce County,75,98,0,28,75,98,75,98,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,057,Idaho,Nez Perce County,Washington,Skagit County,0,25,1,2,-1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,061,Idaho,Nez Perce County,Washington,Snohomish County,31,42,21,22,10,39,52,55,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,063,Idaho,Nez Perce County,Washington,Spokane County,37,37,121,88,-84,101,158,89,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,065,Idaho,Nez Perce County,Washington,Stevens County,45,57,24,38,21,69,69,69,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,067,Idaho,Nez Perce County,Washington,Thurston County,12,17,1,3,11,17,13,17,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,069,Idaho,Nez Perce County,Washington,Wahkiakum County,4,8,0,12,4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,071,Idaho,Nez Perce County,Washington,Walla Walla County,0,25,123,104,-123,104,123,104,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,073,Idaho,Nez Perce County,Washington,Whatcom County,0,25,3,4,-3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,075,Idaho,Nez Perce County,Washington,Whitman County,0,25,19,24,-19,24,19,24,,,,,,,,,,,,,,,,,,,,,,,,
016,069,053,077,Idaho,Nez Perce County,Washington,Yakima County,1,2,0,28,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,069,056,037,Idaho,Nez Perce County,Wyoming,Sweetwater County,42,68,0,25,42,68,42,68,,,,,,,,,,,,,,,,,,,,,,,,
016,069,056,039,Idaho,Nez Perce County,Wyoming,Teton County,0,25,8,16,-8,16,8,16,,,,,,,,,,,,,,,,,,,,,,,,
016,069,ASI,,Idaho,Nez Perce County,Asia,-,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,069,CAM,,Idaho,Nez Perce County,Central America,-,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,069,EUR,,Idaho,Nez Perce County,Europe,-,27,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,069,NAM,,Idaho,Nez Perce County,Northern America,-,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,069,SAM,,Idaho,Nez Perce County,South America,-,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,071,004,025,Idaho,Oneida County,Arizona,Yavapai County,0,12,42,47,-42,47,42,47,,,,,,,,,,,,,,,,,,,,,,,,
016,071,008,069,Idaho,Oneida County,Colorado,Larimer County,8,13,0,28,8,13,8,13,,,,,,,,,,,,,,,,,,,,,,,,
016,071,009,005,Idaho,Oneida County,Connecticut,Litchfield County,10,16,0,28,10,16,10,16,,,,,,,,,,,,,,,,,,,,,,,,
016,071,012,095,Idaho,Oneida County,Florida,Orange County,5,8,0,31,5,8,5,8,,,,,,,,,,,,,,,,,,,,,,,,
016,071,016,001,Idaho,Oneida County,Idaho,Ada County,2,5,0,28,2,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,
016,071,016,005,Idaho,Oneida County,Idaho,Bannock County,0,12,19,13,-19,13,19,13,,,,,,,,,,,,,,,,,,,,,,,,
016,071,016,041,Idaho,Oneida County,Idaho,Franklin County,8,16,10,17,-2,25,18,21,,,,,,,,,,,,,,,,,,,,,,,,
016,071,016,067,Idaho,Oneida County,Idaho,Minidoka County,7,9,0,22,7,9,7,9,,,,,,,,,,,,,,,,,,,,,,,,
016,071,021,047,Idaho,Oneida County,Kentucky,Christian County,50,75,0,27,50,75,50,75,,,,,,,,,,,,,,,,,,,,,,,,
016,071,032,001,Idaho,Oneida County,Nevada,Churchill County,2,5,0,23,2,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,
016,071,034,027,Idaho,Oneida County,New Jersey,Morris County,4,6,0,28,4,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,
016,071,041,067,Idaho,Oneida County,Oregon,Washington County,35,55,0,28,35,55,35,55,,,,,,,,,,,,,,,,,,,,,,,,
016,071,042,091,Idaho,Oneida County,Pennsylvania,Montgomery County,0,12,41,50,-41,50,41,50,,,,,,,,,,,,,,,,,,,,,,,,
016,071,046,011,Idaho,Oneida County,South Dakota,Brookings County,11,17,0,20,11,17,11,17,,,,,,,,,,,,,,,,,,,,,,,,
016,071,049,003,Idaho,Oneida County,Utah,Box Elder County,98,91,21,30,77,96,119,95,,,,,,,,,,,,,,,,,,,,,,,,
016,071,049,005,Idaho,Oneida County,Utah,Cache County,8,10,0,27,8,10,8,10,,,,,,,,,,,,,,,,,,,,,,,,
016,071,049,035,Idaho,Oneida County,Utah,Salt Lake County,30,30,0,27,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,
016,071,049,047,Idaho,Oneida County,Utah,Uintah County,4,7,0,24,4,7,4,7,,,,,,,,,,,,,,,,,,,,,,,,
016,071,049,057,Idaho,Oneida County,Utah,Weber County,59,50,0,27,59,50,59,50,,,,,,,,,,,,,,,,,,,,,,,,
016,071,EUR,,Idaho,Oneida County,Europe,-,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,073,004,025,Idaho,Owyhee County,Arizona,Yavapai County,2,4,0,29,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
016,073,006,035,Idaho,Owyhee County,California,Lassen County,8,12,0,26,8,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,
016,073,006,059,Idaho,Owyhee County,California,Orange County,4,6,0,29,4,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,
016,073,006,063,Idaho,Owyhee County,California,Plumas County,16,26,0,19,16,26,16,26,,,,,,,,,,,,,,,,,,,,,,,,
016,073,006,065,Idaho,Owyhee County,California,Riverside County,6,9,0,29,6,9,6,9,,,,,,,,,,,,,,,,,,,,,,,,
016,073,006,071,Idaho,Owyhee County,California,San Bernardino County,18,35,0,29,18,35,18,35,,,,,,,,,,,,,,,,,,,,,,,,
016,073,006,073,Idaho,Owyhee County,California,San Diego County,10,11,0,29,10,11,10,11,,,,,,,,,,,,,,,,,,,,,,,,
016,073,006,077,Idaho,Owyhee County,California,San Joaquin County,5,9,0,29,5,9,5,9,,,,,,,,,,,,,,,,,,,,,,,,
016,073,008,013,Idaho,Owyhee County,Colorado,Boulder County,9,14,0,28,9,14,9,14,,,,,,,,,,,,,,,,,,,,,,,,
016,073,008,097,Idaho,Owyhee County,Colorado,Pitkin County,5,10,0,19,5,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,
016,073,012,095,Idaho,Owyhee County,Florida,Orange County,3,5,0,31,3,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,
016,073,013,111,Idaho,Owyhee County,Georgia,Fannin County,25,39,0,24,25,39,25,39,,,,,,,,,,,,,,,,,,,,,,,,
016,073,016,001,Idaho,Owyhee County,Idaho,Ada County,203,128,0,28,203,128,203,128,,,,,,,,,,,,,,,,,,,,,,,,
016,073,016,005,Idaho,Owyhee County,Idaho,Bannock County,0,19,4,9,-4,9,4,9,,,,,,,,,,,,,,,,,,,,,,,,
016,073,016,011,Idaho,Owyhee County,Idaho,Bingham County,0,19,72,108,-72,108,72,108,,,,,,,,,,,,,,,,,,,,,,,,
016,073,016,023,Idaho,Owyhee County,Idaho,Butte County,4,10,0,12,4,10,4,10,,,,,,,,,,,,,,,,,,,,,,,,
016,073,016,027,Idaho,Owyhee County,Idaho,Canyon County,309,138,590,345,-281,371,899,373,,,,,,,,,,,,,,,,,,,,,,,,
016,073,016,037,Idaho,Owyhee County,Idaho,Custer County,0,19,5,10,-5,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,
016,073,016,039,Idaho,Owyhee County,Idaho,Elmore County,129,105,15,26,114,112,144,104,,,,,,,,,,,,,,,,,,,,,,,,
016,073,016,045,Idaho,Owyhee County,Idaho,Gem County,6,11,0,19,6,11,6,11,,,,,,,,,,,,,,,,,,,,,,,,
016,073,016,049,Idaho,Owyhee County,Idaho,Idaho County,0,19,4,9,-4,9,4,9,,,,,,,,,,,,,,,,,,,,,,,,
016,073,016,051,Idaho,Owyhee County,Idaho,Jefferson County,0,19,68,110,-68,110,68,110,,,,,,,,,,,,,,,,,,,,,,,,
016,073,016,057,Idaho,Owyhee County,Idaho,Latah County,26,35,41,39,-15,52,67,54,,,,,,,,,,,,,,,,,,,,,,,,
016,073,016,069,Idaho,Owyhee County,Idaho,Nez Perce County,9,12,0,25,9,12,9,12,,,,,,,,,,,,,,,,,,,,,,,,
016,073,016,075,Idaho,Owyhee County,Idaho,Payette County,17,27,0,22,17,27,17,27,,,,,,,,,,,,,,,,,,,,,,,,
016,073,016,083,Idaho,Owyhee County,Idaho,Twin Falls County,52,59,106,159,-54,171,158,169,,,,,,,,,,,,,,,,,,,,,,,,
016,073,016,087,Idaho,Owyhee County,Idaho,Washington County,8,13,0,17,8,13,8,13,,,,,,,,,,,,,,,,,,,,,,,,
016,073,017,037,Idaho,Owyhee County,Illinois,DeKalb County,19,34,0,26,19,34,19,34,,,,,,,,,,,,,,,,,,,,,,,,
016,073,019,163,Idaho,Owyhee County,Iowa,Scott County,0,19,13,21,-13,21,13,21,,,,,,,,,,,,,,,,,,,,,,,,
016,073,022,093,Idaho,Owyhee County,Louisiana,St. James Parish,4,8,0,23,4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
016,073,025,017,Idaho,Owyhee County,Massachusetts,Middlesex County,0,19,13,20,-13,20,13,20,,,,,,,,,,,,,,,,,,,,,,,,
016,073,028,049,Idaho,Owyhee County,Mississippi,Hinds County,5,7,0,30,5,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,
016,073,030,047,Idaho,Owyhee County,Montana,Lake County,11,27,0,18,11,27,11,27,,,,,,,,,,,,,,,,,,,,,,,,
016,073,032,007,Idaho,Owyhee County,Nevada,Elko County,26,39,0,29,26,39,26,39,,,,,,,,,,,,,,,,,,,,,,,,
016,073,032,031,Idaho,Owyhee County,Nevada,Washoe County,11,13,0,29,11,13,11,13,,,,,,,,,,,,,,,,,,,,,,,,
016,073,037,063,Idaho,Owyhee County,North Carolina,Durham County,30,30,0,28,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,
016,073,041,011,Idaho,Owyhee County,Oregon,Coos County,3,5,0,28,3,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,
016,073,041,013,Idaho,Owyhee County,Oregon,Crook County,8,12,0,22,8,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,
016,073,041,025,Idaho,Owyhee County,Oregon,Harney County,0,19,3,4,-3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,
016,073,041,045,Idaho,Owyhee County,Oregon,Malheur County,0,19,20,28,-20,28,20,28,,,,,,,,,,,,,,,,,,,,,,,,
016,073,041,051,Idaho,Owyhee County,Oregon,Multnomah County,5,7,0,28,5,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,
016,073,042,019,Idaho,Owyhee County,Pennsylvania,Butler County,1,3,0,24,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,073,046,099,Idaho,Owyhee County,South Dakota,Minnehaha County,5,8,0,22,5,8,5,8,,,,,,,,,,,,,,,,,,,,,,,,
016,073,047,103,Idaho,Owyhee County,Tennessee,Lincoln County,3,7,0,26,3,7,3,7,,,,,,,,,,,,,,,,,,,,,,,,
016,073,048,493,Idaho,Owyhee County,Texas,Wilson County,6,11,0,28,6,11,6,11,,,,,,,,,,,,,,,,,,,,,,,,
016,073,049,049,Idaho,Owyhee County,Utah,Utah County,0,19,11,17,-11,17,11,17,,,,,,,,,,,,,,,,,,,,,,,,
016,073,053,003,Idaho,Owyhee County,Washington,Asotin County,15,16,0,22,15,16,15,16,,,,,,,,,,,,,,,,,,,,,,,,
016,073,053,033,Idaho,Owyhee County,Washington,King County,109,160,0,28,109,160,109,160,,,,,,,,,,,,,,,,,,,,,,,,
016,073,053,053,Idaho,Owyhee County,Washington,Pierce County,3,5,0,28,3,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,
016,073,053,055,Idaho,Owyhee County,Washington,San Juan County,6,12,0,19,6,12,6,12,,,,,,,,,,,,,,,,,,,,,,,,
016,073,053,061,Idaho,Owyhee County,Washington,Snohomish County,2,5,0,28,2,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,
016,073,053,063,Idaho,Owyhee County,Washington,Spokane County,60,97,0,28,60,97,60,97,,,,,,,,,,,,,,,,,,,,,,,,
016,073,053,065,Idaho,Owyhee County,Washington,Stevens County,4,7,0,25,4,7,4,7,,,,,,,,,,,,,,,,,,,,,,,,
016,073,053,067,Idaho,Owyhee County,Washington,Thurston County,5,9,0,28,5,9,5,9,,,,,,,,,,,,,,,,,,,,,,,,
016,073,053,077,Idaho,Owyhee County,Washington,Yakima County,0,19,33,50,-33,50,33,50,,,,,,,,,,,,,,,,,,,,,,,,
016,073,056,033,Idaho,Owyhee County,Wyoming,Sheridan County,1,3,0,22,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,073,ASI,,Idaho,Owyhee County,Asia,-,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,073,CAM,,Idaho,Owyhee County,Central America,-,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,073,EUR,,Idaho,Owyhee County,Europe,-,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,075,004,001,Idaho,Payette County,Arizona,Apache County,19,31,0,29,19,31,19,31,,,,,,,,,,,,,,,,,,,,,,,,
016,075,004,003,Idaho,Payette County,Arizona,Cochise County,9,17,0,29,9,17,9,17,,,,,,,,,,,,,,,,,,,,,,,,
016,075,004,013,Idaho,Payette County,Arizona,Maricopa County,71,112,0,29,71,112,71,112,,,,,,,,,,,,,,,,,,,,,,,,
016,075,004,021,Idaho,Payette County,Arizona,Pinal County,88,127,0,29,88,127,88,127,,,,,,,,,,,,,,,,,,,,,,,,
016,075,005,105,Idaho,Payette County,Arkansas,Perry County,0,22,16,26,-16,26,16,26,,,,,,,,,,,,,,,,,,,,,,,,
016,075,005,119,Idaho,Payette County,Arkansas,Pulaski County,8,12,0,27,8,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,
016,075,006,029,Idaho,Payette County,California,Kern County,16,26,0,29,16,26,16,26,,,,,,,,,,,,,,,,,,,,,,,,
016,075,006,037,Idaho,Payette County,California,Los Angeles County,130,208,31,37,99,213,161,209,,,,,,,,,,,,,,,,,,,,,,,,
016,075,006,049,Idaho,Payette County,California,Modoc County,19,28,0,17,19,28,19,28,,,,,,,,,,,,,,,,,,,,,,,,
016,075,006,065,Idaho,Payette County,California,Riverside County,35,37,0,29,35,37,35,37,,,,,,,,,,,,,,,,,,,,,,,,
016,075,006,067,Idaho,Payette County,California,Sacramento County,11,15,0,29,11,15,11,15,,,,,,,,,,,,,,,,,,,,,,,,
016,075,006,085,Idaho,Payette County,California,Santa Clara County,34,47,0,29,34,47,34,47,,,,,,,,,,,,,,,,,,,,,,,,
016,075,006,099,Idaho,Payette County,California,Stanislaus County,130,193,0,29,130,193,130,193,,,,,,,,,,,,,,,,,,,,,,,,
016,075,008,093,Idaho,Payette County,Colorado,Park County,7,11,0,19,7,11,7,11,,,,,,,,,,,,,,,,,,,,,,,,
016,075,008,101,Idaho,Payette County,Colorado,Pueblo County,1,2,0,28,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,001,Idaho,Payette County,Idaho,Ada County,94,83,123,76,-29,110,217,115,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,003,Idaho,Payette County,Idaho,Adams County,12,20,58,69,-46,73,70,70,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,005,Idaho,Payette County,Idaho,Bannock County,0,22,11,16,-11,16,11,16,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,011,Idaho,Payette County,Idaho,Bingham County,1,3,30,36,-29,36,31,36,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,013,Idaho,Payette County,Idaho,Blaine County,124,186,0,22,124,186,124,186,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,015,Idaho,Payette County,Idaho,Boise County,6,14,15,24,-9,28,21,27,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,027,Idaho,Payette County,Idaho,Canyon County,225,136,378,340,-153,379,603,353,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,029,Idaho,Payette County,Idaho,Caribou County,0,22,1,4,-1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,031,Idaho,Payette County,Idaho,Cassia County,31,46,0,22,31,46,31,46,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,039,Idaho,Payette County,Idaho,Elmore County,0,22,14,23,-14,23,14,23,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,043,Idaho,Payette County,Idaho,Fremont County,13,19,0,19,13,19,13,19,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,045,Idaho,Payette County,Idaho,Gem County,0,22,17,25,-17,25,17,25,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,049,Idaho,Payette County,Idaho,Idaho County,13,14,11,13,2,19,24,19,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,055,Idaho,Payette County,Idaho,Kootenai County,1,4,0,28,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,057,Idaho,Payette County,Idaho,Latah County,41,50,9,12,32,51,50,51,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,061,Idaho,Payette County,Idaho,Lewis County,2,4,0,12,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,063,Idaho,Payette County,Idaho,Lincoln County,37,58,4,8,33,58,41,58,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,065,Idaho,Payette County,Idaho,Madison County,20,32,0,25,20,32,20,32,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,067,Idaho,Payette County,Idaho,Minidoka County,18,28,0,22,18,28,18,28,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,073,Idaho,Payette County,Idaho,Owyhee County,0,22,17,27,-17,27,17,27,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,077,Idaho,Payette County,Idaho,Power County,0,22,16,16,-16,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,083,Idaho,Payette County,Idaho,Twin Falls County,12,19,17,18,-5,29,29,24,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,085,Idaho,Payette County,Idaho,Valley County,0,22,16,23,-16,23,16,23,,,,,,,,,,,,,,,,,,,,,,,,
016,075,016,087,Idaho,Payette County,Idaho,Washington County,5,10,71,62,-66,63,76,63,,,,,,,,,,,,,,,,,,,,,,,,
016,075,019,193,Idaho,Payette County,Iowa,Woodbury County,39,69,0,22,39,69,39,69,,,,,,,,,,,,,,,,,,,,,,,,
016,075,020,145,Idaho,Payette County,Kansas,Pawnee County,151,234,0,15,151,234,151,234,,,,,,,,,,,,,,,,,,,,,,,,
016,075,029,033,Idaho,Payette County,Missouri,Carroll County,0,22,143,198,-143,198,143,198,,,,,,,,,,,,,,,,,,,,,,,,
016,075,030,031,Idaho,Payette County,Montana,Gallatin County,0,22,5,10,-5,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,
016,075,030,051,Idaho,Payette County,Montana,Liberty County,0,22,20,27,-20,27,20,27,,,,,,,,,,,,,,,,,,,,,,,,
016,075,030,063,Idaho,Payette County,Montana,Missoula County,12,20,0,23,12,20,12,20,,,,,,,,,,,,,,,,,,,,,,,,
016,075,032,003,Idaho,Payette County,Nevada,Clark County,14,28,0,29,14,28,14,28,,,,,,,,,,,,,,,,,,,,,,,,
016,075,032,007,Idaho,Payette County,Nevada,Elko County,37,57,4,7,33,57,41,58,,,,,,,,,,,,,,,,,,,,,,,,
016,075,032,027,Idaho,Payette County,Nevada,Pershing County,60,95,0,17,60,95,60,95,,,,,,,,,,,,,,,,,,,,,,,,
016,075,037,071,Idaho,Payette County,North Carolina,Gaston County,0,22,48,78,-48,78,48,78,,,,,,,,,,,,,,,,,,,,,,,,
016,075,037,133,Idaho,Payette County,North Carolina,Onslow County,0,22,37,60,-37,60,37,60,,,,,,,,,,,,,,,,,,,,,,,,
016,075,040,109,Idaho,Payette County,Oklahoma,Oklahoma County,0,22,12,19,-12,19,12,19,,,,,,,,,,,,,,,,,,,,,,,,
016,075,041,001,Idaho,Payette County,Oregon,Baker County,0,22,5,8,-5,8,5,8,,,,,,,,,,,,,,,,,,,,,,,,
016,075,041,007,Idaho,Payette County,Oregon,Clatsop County,0,22,4,6,-4,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,
016,075,041,019,Idaho,Payette County,Oregon,Douglas County,0,22,14,21,-14,21,14,21,,,,,,,,,,,,,,,,,,,,,,,,
016,075,041,039,Idaho,Payette County,Oregon,Lane County,3,5,0,28,3,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,
016,075,041,045,Idaho,Payette County,Oregon,Malheur County,210,150,508,293,-298,331,718,328,,,,,,,,,,,,,,,,,,,,,,,,
016,075,041,047,Idaho,Payette County,Oregon,Marion County,0,22,3,6,-3,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,
016,075,041,049,Idaho,Payette County,Oregon,Morrow County,25,29,0,19,25,29,25,29,,,,,,,,,,,,,,,,,,,,,,,,
016,075,041,061,Idaho,Payette County,Oregon,Union County,4,10,5,11,-1,15,9,15,,,,,,,,,,,,,,,,,,,,,,,,
016,075,041,063,Idaho,Payette County,Oregon,Wallowa County,0,22,54,72,-54,72,54,72,,,,,,,,,,,,,,,,,,,,,,,,
016,075,041,067,Idaho,Payette County,Oregon,Washington County,3,6,3,5,0,7,6,8,,,,,,,,,,,,,,,,,,,,,,,,
016,075,048,201,Idaho,Payette County,Texas,Harris County,101,133,0,31,101,133,101,133,,,,,,,,,,,,,,,,,,,,,,,,
016,075,049,035,Idaho,Payette County,Utah,Salt Lake County,5,10,0,27,5,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,
016,075,051,059,Idaho,Payette County,Virginia,Fairfax County,19,30,0,28,19,30,19,30,,,,,,,,,,,,,,,,,,,,,,,,
016,075,053,011,Idaho,Payette County,Washington,Clark County,82,128,0,28,82,128,82,128,,,,,,,,,,,,,,,,,,,,,,,,
016,075,053,065,Idaho,Payette County,Washington,Stevens County,0,22,36,44,-36,44,36,44,,,,,,,,,,,,,,,,,,,,,,,,
016,075,053,071,Idaho,Payette County,Washington,Walla Walla County,0,22,16,23,-16,23,16,23,,,,,,,,,,,,,,,,,,,,,,,,
016,075,056,001,Idaho,Payette County,Wyoming,Albany County,0,22,5,7,-5,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,
016,075,CAM,,Idaho,Payette County,Central America,-,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,075,EUR,,Idaho,Payette County,Europe,-,26,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,075,SAM,,Idaho,Payette County,South America,-,25,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,077,004,013,Idaho,Power County,Arizona,Maricopa County,2,3,77,122,-75,122,79,122,,,,,,,,,,,,,,,,,,,,,,,,
016,077,006,037,Idaho,Power County,California,Los Angeles County,7,14,0,29,7,14,7,14,,,,,,,,,,,,,,,,,,,,,,,,
016,077,006,089,Idaho,Power County,California,Shasta County,4,6,0,29,4,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,
016,077,008,067,Idaho,Power County,Colorado,La Plata County,8,16,0,28,8,16,8,16,,,,,,,,,,,,,,,,,,,,,,,,
016,077,015,003,Idaho,Power County,Hawaii,Honolulu County,70,103,0,26,70,103,70,103,,,,,,,,,,,,,,,,,,,,,,,,
016,077,016,001,Idaho,Power County,Idaho,Ada County,3,5,34,39,-31,39,37,39,,,,,,,,,,,,,,,,,,,,,,,,
016,077,016,005,Idaho,Power County,Idaho,Bannock County,300,192,187,109,113,225,487,217,,,,,,,,,,,,,,,,,,,,,,,,
016,077,016,007,Idaho,Power County,Idaho,Bear Lake County,0,17,5,8,-5,8,5,8,,,,,,,,,,,,,,,,,,,,,,,,
016,077,016,011,Idaho,Power County,Idaho,Bingham County,34,57,179,168,-145,176,213,179,,,,,,,,,,,,,,,,,,,,,,,,
