"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2007","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","PAYETTE","075","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","260,305",""
"CENSUS","2007","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","VALLEY","085","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","11,443",""
"CENSUS","2007","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","VALLEY","085","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","55,160",""
"CENSUS","2007","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","VALLEY","085","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","2,345,516",""
"CENSUS","2007","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","WASHINGTON","087","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","88,383",""
"CENSUS","2007","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","WASHINGTON","087","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","341,735",""
"CENSUS","2007","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","WASHINGTON","087","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","929,922",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","BANNOCK","005","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","237,265",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","BANNOCK","005","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","118,945",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","BANNOCK","005","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","712,511",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","BEAR LAKE","007","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","112,786",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","BEAR LAKE","007","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","114,236",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","BEAR LAKE","007","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","621,684",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","BINGHAM","011","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","390,291",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","BINGHAM","011","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","414,683",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","BINGHAM","011","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","1,340,630",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","BONNEVILLE","019","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","333,097",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","BONNEVILLE","019","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","149,778",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","BONNEVILLE","019","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","1,195,825",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","BUTTE","023","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","64,817",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","BUTTE","023","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","63,686",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","BUTTE","023","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","1,429,022",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","CARIBOU","029","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","225,260",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","CARIBOU","029","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","200,953",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","CARIBOU","029","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","1,130,247",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","CLARK","033","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","41,729",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","CLARK","033","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","134,478",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","CLARK","033","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","1,129,366",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","CUSTER","037","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","54,736",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","CUSTER","037","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","94,622",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","CUSTER","037","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","3,152,285",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","FRANKLIN","041","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","132,313",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","FRANKLIN","041","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","122,699",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","FRANKLIN","041","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","425,878",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","FREMONT","043","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","168,240",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","FREMONT","043","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","124,804",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","FREMONT","043","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","1,194,724",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","JEFFERSON","051","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","220,615",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","JEFFERSON","051","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","89,248",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","JEFFERSON","051","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","700,853",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","LEMHI","059","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","70,253",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","LEMHI","059","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","127,821",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","LEMHI","059","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","2,921,062",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","MADISON","065","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","152,161",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","MADISON","065","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","33,780",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","MADISON","065","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","301,776",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","ONEIDA","071","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","237,572",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","ONEIDA","071","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","144,656",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","ONEIDA","071","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","768,214",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","POWER","077","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","331,400",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","POWER","077","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","94,401",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","POWER","077","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","899,562",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","TETON","081","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","91,979",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","TETON","081","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","39,830",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","EAST","90","TETON","081","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","288,233",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","BENEWAH","009","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","92,411",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","BENEWAH","009","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","36,284",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","BENEWAH","009","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","496,684",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","BONNER","017","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","33,430",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","BONNER","017","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","48,650",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","BONNER","017","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","1,112,108",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","BOUNDARY","021","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","47,706",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","BOUNDARY","021","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","16,811",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","BOUNDARY","021","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","812,036",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","CLEARWATER","035","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","38,488",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","CLEARWATER","035","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","27,273",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","CLEARWATER","035","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","1,575,298",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","IDAHO","049","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","216,533",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","IDAHO","049","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","415,111",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","IDAHO","049","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","5,430,325",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","KOOTENAI","055","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","67,936",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","KOOTENAI","055","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","68,915",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","KOOTENAI","055","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","796,877",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","LATAH","057","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","251,789",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","LATAH","057","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","69,957",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","LATAH","057","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","689,058",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","LEWIS","061","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","156,846",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","LEWIS","061","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","51,097",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","LEWIS","061","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","306,588",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","NEZ PERCE","069","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","196,376",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","NEZ PERCE","069","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","142,231",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","NEZ PERCE","069","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","543,411",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","SHOSHONE","079","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","2,050",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","SHOSHONE","079","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","2,033",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","NORTH","10","SHOSHONE","079","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","1,685,706",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","BLAINE","013","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","52,670",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","BLAINE","013","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","182,722",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","BLAINE","013","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","1,692,660",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","CAMAS","025","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","83,930",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","CAMAS","025","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","53,438",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","CAMAS","025","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","687,972",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","CASSIA","031","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","422,424",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","CASSIA","031","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","321,227",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","CASSIA","031","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","1,642,525",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","GOODING","047","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","120,479",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","GOODING","047","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","60,534",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","GOODING","047","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","467,700",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","JEROME","053","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","144,525",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","JEROME","053","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","36,626",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","JEROME","053","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","383,895",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","LINCOLN","063","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","69,758",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","LINCOLN","063","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","67,784",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","LINCOLN","063","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","771,538",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","MINIDOKA","067","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","203,793",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","MINIDOKA","067","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","22,175",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","MINIDOKA","067","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","486,159",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","TWIN FALLS","083","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","268,011",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","TWIN FALLS","083","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","180,295",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","TWIN FALLS","083","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","1,232,017",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","ADA","001","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","75,491",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","ADA","001","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","142,435",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","ADA","001","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","675,194",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","ADAMS","003","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","35,663",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","ADAMS","003","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","177,935",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","ADAMS","003","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","873,330",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","BOISE","015","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","6,495",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","BOISE","015","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","46,782",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","BOISE","015","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","1,217,574",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","CANYON","027","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","203,192",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","CANYON","027","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","67,784",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","CANYON","027","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","377,420",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","ELMORE","039","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","124,114",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","ELMORE","039","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","212,246",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","ELMORE","039","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","1,969,647",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","GEM","045","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","41,984",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","GEM","045","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","190,155",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","GEM","045","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","360,049",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","OWYHEE","073","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","153,094",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","OWYHEE","073","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","435,323",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","OWYHEE","073","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","4,913,910",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","PAYETTE","075","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","57,969",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","PAYETTE","075","","","00000000","","AG LAND","AG LAND, PASTURELAND - ACRES","TOTAL","NOT SPECIFIED","101,584",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","PAYETTE","075","","","00000000","","LAND AREA","LAND AREA, INCL NON-AG - ACRES","TOTAL","NOT SPECIFIED","260,811",""
"CENSUS","2002","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","VALLEY","085","","","00000000","","AG LAND","AG LAND, CROPLAND - ACRES","TOTAL","NOT SPECIFIED","16,588",""
